state,district,crop_type,season,irrigation_type,soil_type,land_size_acres,land_size_hectares,recommended_dose_kg_per_acre,max_allowed_qty_kg,past_fertilizer_usage_kg,expected_yield_kg,yield_per_ha_kg
Maharashtra,MaharashtraDist176,Cotton,Rabi,Rainfed,Sandy,3.14,1.271,20,55.43,76.73,884.95,700
Madhya Pradesh,MadhyaDist88,Soybean,Rabi,Borewell,Loam,1.02,0.413,20,21.4,17.75,490.05,1200
Punjab,PunjabDist103,Wheat,Rabi,Borewell,Sandy,2.17,0.878,45,95.83,121.3,2931.01,3500
Chhattisgarh,ChhattisgarhDist37,Maize,Zaid,Canal,Clay,1.89,0.765,30,57.65,38.54,2636.52,3500
Bihar,BiharDist41,Paddy,Kharif,Borewell,Clay,1.08,0.437,50,61.96,47.08,1990.91,4000
Uttarakhand,UttarakhandDist132,Wheat,Rabi,Rainfed,Sandy,10.13,4.099,45,404.22,499.62,14340.69,3500
Manipur,ManipurDist56,Maize,Rabi,Canal,Loam,3.03,1.226,30,111.15,84.4,4892.56,3500
Odisha,OdishaDist74,Groundnut,Kharif,Borewell,Clay,0.36,0.146,25,9.82,10.33,245.16,1600
Nagaland,NagalandDist104,Paddy,Kharif,Rainfed,Clay,2.12,0.858,50,95.34,81.82,3293.55,4000
Kerala,KeralaDist99,Paddy,Kharif,Canal,Sandy,1.07,0.433,50,55.09,44.71,1622.21,4000
Mizoram,MizoramDist101,Maize,Zaid,Borewell,Sandy,3.6,1.457,30,113.77,73.14,5825.79,3500
Kerala,KeralaDist12,Coconut,Zaid,Rainfed,Loam,0.97,0.393,10,9.29,9.03,3140.44,8000
Arunachal Pradesh,ArunachalDist36,Paddy,Kharif,Rainfed,Clay,1.66,0.672,50,80.73,57.84,3004.03,4000
Karnataka,KarnatakaDist131,Paddy,Kharif,Borewell,Sandy,2.73,1.105,50,145.4,108.45,4202.25,4000
Nagaland,NagalandDist107,Maize,Zaid,Canal,Clay,3.64,1.473,30,124.19,91.67,5424.53,3500
Odisha,OdishaDist199,Groundnut,Zaid,Rainfed,Sandy,0.7,0.283,25,14.61,15.9,516.76,1600
Odisha,OdishaDist199,Paddy,Kharif,Rainfed,Sandy,1.39,0.563,50,63.73,65.38,2399.36,4000
Uttarakhand,UttarakhandDist49,Wheat,Rabi,Borewell,Sandy,1.25,0.506,45,54.34,54.68,1877.01,3500
Andhra Pradesh,AndhraDist121,Maize,Rabi,Canal,Clay,1.08,0.437,30,36.0,28.08,1655.9,3500
West Bengal,WestDist123,Jute,Zaid,Borewell,Loam,7.48,3.027,15,126.64,108.23,6262.93,1800
Mizoram,MizoramDist198,Maize,Rabi,Rainfed,Clay,2.52,1.02,30,79.18,62.18,3413.3,3500
West Bengal,WestDist72,Jute,Zaid,Rainfed,Sandy,0.66,0.267,15,8.69,9.06,546.73,1800
Nagaland,NagalandDist126,Maize,Kharif,Rainfed,Clay,3.8,1.538,30,116.34,120.63,5689.51,3500
Karnataka,KarnatakaDist98,Sugarcane,Rabi,Canal,Sandy,9.95,4.027,80,773.91,540.66,296799.02,70000
Madhya Pradesh,MadhyaDist168,Soybean,Kharif,Borewell,Clay,4.16,1.683,20,97.06,54.19,2277.17,1200
Himachal Pradesh,HimachalDist28,Maize,Rabi,Borewell,Sandy,0.54,0.219,30,15.74,15.64,712.45,3500
Punjab,PunjabDist26,Wheat,Rabi,Borewell,Sandy,1.24,0.502,45,61.28,41.67,1615.57,3500
Maharashtra,MaharashtraDist41,Sugarcane,Zaid,Canal,Sandy,5.02,2.032,80,430.3,242.31,144354.9,70000
Maharashtra,MaharashtraDist23,Soybean,Rabi,Rainfed,Clay,1.03,0.417,20,19.26,21.01,561.41,1200
Rajasthan,RajasthanDist107,Cotton,Kharif,Canal,Sandy,2.6,1.052,20,56.54,32.46,829.66,700
Uttarakhand,UttarakhandDist75,Rice,Kharif,Rainfed,Clay,3.39,1.372,30,104.11,73.34,4423.1,3000
Arunachal Pradesh,ArunachalDist165,Paddy,Kharif,Borewell,Sandy,0.87,0.352,50,40.85,53.89,1317.29,4000
Nagaland,NagalandDist188,Maize,Kharif,Rainfed,Clay,1.74,0.704,30,48.33,58.76,2339.35,3500
Manipur,ManipurDist50,Maize,Zaid,Borewell,Sandy,0.2,0.081,30,5.91,4.75,298.1,3500
Goa,GoaDist123,Cashew,Rabi,Canal,Loam,0.8,0.324,5,4.41,2.65,296.43,800
Karnataka,KarnatakaDist150,Maize,Kharif,Borewell,Loam,1.49,0.603,30,49.74,34.58,2002.57,3500
Telangana,TelanganaDist79,Cotton,Kharif,Borewell,Clay,0.67,0.271,20,14.89,8.58,168.06,700
Goa,GoaDist76,Cashew,Zaid,Canal,Sandy,6.73,2.724,5,36.05,35.29,2269.5,800
Kerala,KeralaDist96,Rubber,Kharif,Borewell,Loam,0.58,0.235,10,6.49,5.2,2691.4,10000
Maharashtra,MaharashtraDist21,Soybean,Zaid,Rainfed,Loam,1.28,0.518,20,27.38,26.68,639.47,1200
Mizoram,MizoramDist130,Maize,Zaid,Rainfed,Loam,2.02,0.817,30,66.7,40.78,3143.33,3500
Gujarat,GujaratDist53,Paddy,Kharif,Canal,Loam,5.77,2.335,50,313.5,270.68,8264.85,4000
Tamil Nadu,TamilDist107,Cotton,Rabi,Borewell,Sandy,0.58,0.235,20,11.68,7.38,146.16,700
Manipur,ManipurDist1,Paddy,Kharif,Canal,Sandy,4.62,1.87,50,249.17,247.2,7245.15,4000
Telangana,TelanganaDist16,Paddy,Kharif,Canal,Loam,1.84,0.745,50,101.91,97.08,3015.27,4000
Assam,AssamDist166,Tea,Kharif,Borewell,Loam,0.83,0.336,10,9.83,9.11,960.22,2500
Maharashtra,MaharashtraDist139,Sugarcane,Rabi,Canal,Clay,2.64,1.068,80,220.68,220.45,78415.97,70000
Chhattisgarh,ChhattisgarhDist1,Soybean,Rabi,Borewell,Sandy,2.14,0.866,20,42.63,29.22,1188.49,1200
Tripura,TripuraDist59,Paddy,Kharif,Rainfed,Clay,1.13,0.457,50,56.61,53.89,1846.71,4000
Haryana,HaryanaDist9,Paddy,Kharif,Borewell,Clay,1.93,0.781,50,97.04,112.8,3373.01,4000
Uttar Pradesh,UttarDist115,Sugarcane,Rabi,Rainfed,Loam,1.34,0.542,80,103.52,69.01,39029.4,70000
Punjab,PunjabDist199,Wheat,Rabi,Borewell,Loam,2.0,0.809,45,99.27,67.71,2592.53,3500
Arunachal Pradesh,ArunachalDist148,Paddy,Kharif,Canal,Clay,3.09,1.25,50,156.84,184.73,5116.13,4000
Punjab,PunjabDist71,Paddy,Kharif,Borewell,Loam,6.48,2.622,50,399.05,304.18,10217.46,4000
Arunachal Pradesh,ArunachalDist165,Paddy,Kharif,Rainfed,Clay,0.68,0.275,50,33.31,21.44,1049.37,4000
Sikkim,SikkimDist48,Potato,Rabi,Rainfed,Clay,10.04,4.063,40,404.13,347.53,95478.28,25000
Tripura,TripuraDist15,Maize,Kharif,Rainfed,Clay,0.38,0.154,30,11.82,7.91,532.26,3500
Nagaland,NagalandDist21,Maize,Rabi,Canal,Loam,1.61,0.652,30,53.13,36.99,2164.29,3500
Manipur,ManipurDist11,Maize,Kharif,Canal,Loam,2.92,1.182,30,89.85,74.04,4266.14,3500
West Bengal,WestDist86,Paddy,Kharif,Borewell,Sandy,2.28,0.923,50,121.09,109.81,3667.92,4000
Jharkhand,JharkhandDist123,Paddy,Kharif,Borewell,Loam,1.11,0.449,50,68.07,37.53,2066.1,4000
Haryana,HaryanaDist98,Cotton,Zaid,Rainfed,Clay,1.54,0.623,20,32.27,29.53,472.31,700
Manipur,ManipurDist185,Maize,Rabi,Borewell,Sandy,1.23,0.498,30,40.36,33.32,1900.44,3500
Meghalaya,MeghalayaDist5,Millet,Kharif,Borewell,Clay,1.14,0.461,15,16.68,19.86,445.26,900
Himachal Pradesh,HimachalDist146,Maize,Zaid,Canal,Clay,3.6,1.457,30,111.02,78.57,4686.05,3500
Uttarakhand,UttarakhandDist186,Rice,Rabi,Canal,Sandy,2.42,0.979,30,71.51,79.58,2927.99,3000
Rajasthan,RajasthanDist126,Cotton,Rabi,Canal,Sandy,1.05,0.425,20,22.6,14.91,317.1,700
Goa,GoaDist106,Paddy,Kharif,Canal,Loam,3.74,1.514,50,228.65,193.42,6534.21,4000
Chhattisgarh,ChhattisgarhDist159,Soybean,Kharif,Borewell,Loam,2.33,0.943,20,47.36,43.28,1088.46,1200
Rajasthan,RajasthanDist4,Cotton,Zaid,Rainfed,Sandy,3.49,1.412,20,64.1,42.18,1003.97,700
Andhra Pradesh,AndhraDist46,Groundnut,Zaid,Borewell,Clay,3.02,1.222,25,73.2,85.21,2057.54,1600
Bihar,BiharDist69,Paddy,Kharif,Canal,Loam,0.94,0.38,50,49.66,44.28,1665.51,4000
Uttar Pradesh,UttarDist77,Paddy,Kharif,Borewell,Clay,1.16,0.469,50,61.62,43.97,1988.85,4000
Sikkim,SikkimDist142,Paddy,Kharif,Rainfed,Sandy,3.31,1.34,50,160.11,109.36,5163.97,4000
Meghalaya,MeghalayaDist85,Paddy,Kharif,Rainfed,Sandy,2.97,1.202,50,127.89,137.35,4712.35,4000
Odisha,OdishaDist146,Paddy,Kharif,Rainfed,Loam,1.79,0.724,50,86.24,106.13,3064.7,4000
Meghalaya,MeghalayaDist9,Millet,Kharif,Rainfed,Sandy,2.0,0.809,15,29.92,35.54,742.31,900
Goa,GoaDist20,Cashew,Kharif,Rainfed,Sandy,5.06,2.048,5,21.67,28.68,1795.88,800
Jharkhand,JharkhandDist85,Paddy,Kharif,Canal,Sandy,1.14,0.461,50,61.8,48.62,2064.89,4000
Madhya Pradesh,MadhyaDist14,Maize,Kharif,Rainfed,Sandy,2.82,1.141,30,81.3,78.3,4562.62,3500
Bihar,BiharDist199,Maize,Kharif,Rainfed,Clay,1.55,0.627,30,45.99,46.45,2258.39,3500
Karnataka,KarnatakaDist111,Ragi,Zaid,Borewell,Clay,1.53,0.619,15,24.53,19.08,701.11,1000
Goa,GoaDist40,Cashew,Kharif,Rainfed,Clay,4.39,1.777,5,22.51,23.34,1243.05,800
Madhya Pradesh,MadhyaDist79,Maize,Zaid,Borewell,Clay,3.53,1.429,30,109.34,70.87,4257.71,3500
Manipur,ManipurDist105,Maize,Rabi,Borewell,Loam,3.49,1.412,30,110.52,93.37,5024.42,3500
Bihar,BiharDist99,Paddy,Kharif,Borewell,Sandy,5.18,2.096,50,242.49,256.08,7943.45,4000
Andhra Pradesh,AndhraDist63,Maize,Rabi,Borewell,Loam,1.85,0.749,30,65.16,53.49,3007.68,3500
Odisha,OdishaDist17,Paddy,Kharif,Rainfed,Loam,3.14,1.271,50,148.43,124.93,5072.37,4000
Goa,GoaDist185,Cashew,Rabi,Canal,Clay,1.42,0.575,5,8.03,5.93,520.99,800
Rajasthan,RajasthanDist102,Wheat,Rabi,Canal,Loam,2.36,0.955,45,118.44,73.07,2848.09,3500
Karnataka,KarnatakaDist35,Sugarcane,Rabi,Canal,Clay,1.64,0.664,80,149.21,152.02,53067.45,70000
Jharkhand,JharkhandDist82,Maize,Zaid,Rainfed,Loam,1.97,0.797,30,59.88,42.28,2705.13,3500
Jharkhand,JharkhandDist101,Pulses,Zaid,Rainfed,Sandy,2.93,1.186,10,28.46,23.79,775.31,700
Kerala,KeralaDist141,Paddy,Kharif,Rainfed,Loam,0.95,0.384,50,49.2,45.35,1621.64,4000
Andhra Pradesh,AndhraDist105,Groundnut,Rabi,Rainfed,Loam,9.72,3.934,25,244.26,191.82,6657.77,1600
Sikkim,SikkimDist97,Potato,Rabi,Borewell,Clay,0.81,0.328,40,32.95,33.31,8724.05,25000
Assam,AssamDist108,Tea,Zaid,Canal,Clay,0.69,0.279,10,7.44,8.28,775.49,2500
Nagaland,NagalandDist22,Paddy,Kharif,Rainfed,Clay,4.6,1.862,50,231.68,259.44,7655.81,4000
Bihar,BiharDist166,Paddy,Kharif,Rainfed,Clay,3.43,1.388,50,155.31,171.2,5657.6,4000
Sikkim,SikkimDist67,Potato,Rabi,Rainfed,Clay,3.0,1.214,40,126.9,105.58,25894.79,25000
Haryana,HaryanaDist119,Cotton,Zaid,Canal,Sandy,3.01,1.218,20,63.5,44.77,820.47,700
Tripura,TripuraDist22,Paddy,Kharif,Borewell,Loam,1.8,0.728,50,100.87,71.28,3281.35,4000
Bihar,BiharDist90,Wheat,Rabi,Borewell,Clay,0.89,0.36,45,41.57,44.45,1268.58,3500
Meghalaya,MeghalayaDist182,Paddy,Kharif,Canal,Sandy,1.94,0.785,50,97.77,62.44,2711.41,4000
Bihar,BiharDist190,Paddy,Kharif,Rainfed,Sandy,1.06,0.429,50,45.05,59.36,1937.18,4000
Haryana,HaryanaDist104,Cotton,Kharif,Canal,Clay,3.98,1.611,20,86.25,97.35,1036.76,700
Rajasthan,RajasthanDist116,Bajra,Kharif,Rainfed,Clay,1.62,0.656,12,18.45,20.98,657.84,900
Odisha,OdishaDist17,Groundnut,Rabi,Borewell,Loam,0.94,0.38,25,24.9,25.59,665.02,1600
Odisha,OdishaDist68,Paddy,Kharif,Rainfed,Sandy,1.41,0.571,50,60.92,57.24,2253.36,4000
Sikkim,SikkimDist30,Potato,Rabi,Canal,Sandy,2.54,1.028,40,99.59,86.63,24869.17,25000
Kerala,KeralaDist22,Coconut,Rabi,Rainfed,Sandy,1.16,0.469,10,11.11,9.2,3884.47,8000
Sikkim,SikkimDist131,Paddy,Kharif,Borewell,Loam,0.94,0.38,50,50.84,33.79,1609.92,4000
Madhya Pradesh,MadhyaDist166,Soybean,Zaid,Borewell,Clay,2.21,0.894,20,46.62,40.5,1085.26,1200
Goa,GoaDist92,Paddy,Kharif,Canal,Loam,2.22,0.898,50,117.17,127.35,3722.35,4000
Andhra Pradesh,AndhraDist176,Maize,Kharif,Borewell,Clay,1.21,0.49,30,42.41,33.71,1711.26,3500
Meghalaya,MeghalayaDist57,Millet,Zaid,Rainfed,Clay,1.25,0.506,15,16.98,18.14,495.68,900
Jharkhand,JharkhandDist198,Paddy,Kharif,Borewell,Sandy,2.19,0.886,50,106.79,121.27,3614.87,4000
Tripura,TripuraDist94,Maize,Zaid,Canal,Sandy,0.57,0.231,30,16.08,18.88,885.65,3500
Nagaland,NagalandDist168,Paddy,Kharif,Rainfed,Clay,0.59,0.239,50,28.85,36.68,841.14,4000
Tripura,TripuraDist113,Paddy,Kharif,Borewell,Loam,1.03,0.417,50,57.34,42.57,1825.73,4000
West Bengal,WestDist182,Paddy,Kharif,Rainfed,Loam,1.54,0.623,50,73.89,83.12,2634.31,4000
Punjab,PunjabDist146,Paddy,Kharif,Borewell,Loam,2.34,0.947,50,138.92,132.07,4134.95,4000
Kerala,KeralaDist69,Rubber,Rabi,Canal,Loam,5.93,2.4,10,64.38,62.72,22481.23,10000
West Bengal,WestDist71,Jute,Zaid,Rainfed,Loam,3.62,1.465,15,60.26,60.31,2968.22,1800
West Bengal,WestDist195,Jute,Kharif,Rainfed,Loam,1.6,0.647,15,23.22,25.5,1280.35,1800
Uttarakhand,UttarakhandDist20,Wheat,Rabi,Canal,Sandy,1.79,0.724,45,84.08,81.2,2440.41,3500
Rajasthan,RajasthanDist125,Bajra,Rabi,Canal,Clay,0.82,0.332,12,10.94,11.52,294.6,900
Karnataka,KarnatakaDist137,Ragi,Zaid,Borewell,Clay,1.8,0.728,15,29.68,28.44,804.94,1000
Madhya Pradesh,MadhyaDist141,Wheat,Rabi,Rainfed,Loam,1.45,0.587,45,66.32,52.84,1920.45,3500
Odisha,OdishaDist12,Paddy,Kharif,Canal,Clay,2.36,0.955,50,133.52,139.38,4120.8,4000
Bihar,BiharDist117,Wheat,Rabi,Rainfed,Clay,0.94,0.38,45,37.1,50.93,1194.81,3500
Andhra Pradesh,AndhraDist71,Maize,Kharif,Rainfed,Loam,2.76,1.117,30,90.56,65.93,4348.39,3500
Assam,AssamDist79,Tea,Rabi,Borewell,Sandy,6.21,2.513,10,68.19,43.94,6087.38,2500
Telangana,TelanganaDist34,Cotton,Kharif,Canal,Loam,1.67,0.676,20,39.06,20.06,469.79,700
Odisha,OdishaDist109,Paddy,Kharif,Canal,Clay,2.51,1.016,50,121.48,132.04,4449.58,4000
Tamil Nadu,TamilDist81,Paddy,Kharif,Canal,Loam,3.16,1.279,50,173.61,169.85,4505.13,4000
Kerala,KeralaDist145,Coconut,Kharif,Borewell,Loam,1.32,0.534,10,15.26,13.73,3720.17,8000
Andhra Pradesh,AndhraDist106,Groundnut,Zaid,Borewell,Clay,2.18,0.882,25,60.92,54.95,1263.92,1600
Punjab,PunjabDist187,Paddy,Kharif,Rainfed,Loam,1.84,0.745,50,100.88,63.57,2641.76,4000
Madhya Pradesh,MadhyaDist154,Soybean,Rabi,Borewell,Loam,1.97,0.797,20,42.12,40.15,884.4,1200
Punjab,PunjabDist53,Paddy,Kharif,Rainfed,Sandy,0.98,0.397,50,40.92,56.38,1765.23,4000
Mizoram,MizoramDist62,Paddy,Kharif,Rainfed,Clay,1.86,0.753,50,92.7,103.18,3276.22,4000
Meghalaya,MeghalayaDist93,Millet,Kharif,Borewell,Sandy,2.71,1.097,15,42.12,38.35,1128.48,900
Karnataka,KarnatakaDist121,Maize,Rabi,Rainfed,Sandy,5.82,2.355,30,158.23,166.77,7434.21,3500
Tripura,TripuraDist102,Paddy,Kharif,Borewell,Loam,3.93,1.59,50,199.91,145.46,7168.16,4000
Mizoram,MizoramDist138,Maize,Zaid,Rainfed,Clay,10.2,4.128,30,292.07,263.61,15056.42,3500
Punjab,PunjabDist40,Wheat,Rabi,Borewell,Clay,0.99,0.401,45,43.77,53.4,1601.77,3500
Nagaland,NagalandDist187,Maize,Rabi,Canal,Sandy,3.66,1.481,30,115.68,70.6,5493.01,3500
West Bengal,WestDist15,Paddy,Kharif,Borewell,Loam,2.11,0.854,50,128.52,71.25,3530.62,4000
Jharkhand,JharkhandDist42,Pulses,Zaid,Rainfed,Loam,10.5,4.249,10,98.86,111.31,3154.25,700
Meghalaya,MeghalayaDist69,Millet,Zaid,Canal,Sandy,0.95,0.384,15,13.81,11.99,371.93,900
Telangana,TelanganaDist68,Paddy,Kharif,Rainfed,Loam,0.93,0.376,50,45.78,40.88,1516.21,4000
Tamil Nadu,TamilDist43,Cotton,Zaid,Borewell,Clay,1.13,0.457,20,24.26,14.37,354.62,700
Kerala,KeralaDist190,Paddy,Kharif,Borewell,Loam,0.33,0.134,50,19.99,17.13,472.54,4000
Mizoram,MizoramDist39,Paddy,Kharif,Borewell,Loam,1.2,0.486,50,64.09,54.4,1874.3,4000
Goa,GoaDist107,Paddy,Kharif,Canal,Sandy,0.99,0.401,50,52.74,43.19,1516.89,4000
Telangana,TelanganaDist46,Maize,Rabi,Rainfed,Sandy,2.06,0.834,30,55.47,57.25,3269.62,3500
Haryana,HaryanaDist80,Cotton,Kharif,Rainfed,Loam,2.4,0.971,20,52.45,55.82,735.66,700
Karnataka,KarnatakaDist160,Ragi,Zaid,Canal,Clay,8.17,3.306,15,123.55,118.44,3111.79,1000
Haryana,HaryanaDist140,Paddy,Kharif,Borewell,Clay,3.9,1.578,50,229.23,215.34,6753.38,4000
Tripura,TripuraDist178,Paddy,Kharif,Borewell,Clay,1.15,0.465,50,55.83,54.74,1937.48,4000
Andhra Pradesh,AndhraDist136,Maize,Kharif,Rainfed,Clay,0.89,0.36,30,27.64,28.64,1110.82,3500
Haryana,HaryanaDist12,Paddy,Kharif,Canal,Loam,2.7,1.093,50,165.88,93.49,4081.92,4000
Haryana,HaryanaDist130,Cotton,Rabi,Rainfed,Clay,0.63,0.255,20,12.11,13.69,182.79,700
Chhattisgarh,ChhattisgarhDist75,Soybean,Rabi,Borewell,Sandy,7.89,3.193,20,146.77,162.63,3407.08,1200
Himachal Pradesh,HimachalDist70,Paddy,Kharif,Rainfed,Clay,4.68,1.894,50,235.67,252.25,7162.22,4000
Haryana,HaryanaDist43,Wheat,Rabi,Rainfed,Loam,1.25,0.506,45,60.37,55.13,1587.47,3500
Manipur,ManipurDist119,Maize,Rabi,Canal,Sandy,0.46,0.186,30,13.65,15.19,642.15,3500
Himachal Pradesh,HimachalDist56,Apple,Kharif,Borewell,Sandy,5.38,2.177,5,26.32,28.46,44893.71,20000
Uttarakhand,UttarakhandDist174,Wheat,Rabi,Borewell,Sandy,1.66,0.672,45,72.25,62.09,2360.72,3500
Jharkhand,JharkhandDist25,Maize,Kharif,Borewell,Clay,4.9,1.983,30,168.38,141.32,7044.73,3500
Manipur,ManipurDist57,Paddy,Kharif,Rainfed,Loam,0.51,0.206,50,24.02,16.32,895.14,4000
Chhattisgarh,ChhattisgarhDist151,Paddy,Kharif,Rainfed,Clay,1.13,0.457,50,56.75,68.33,1600.92,4000
Himachal Pradesh,HimachalDist85,Apple,Kharif,Rainfed,Loam,1.83,0.741,5,10.04,8.13,13162.07,20000
Bihar,BiharDist102,Paddy,Kharif,Rainfed,Loam,1.89,0.765,50,89.89,91.95,3354.68,4000
Meghalaya,MeghalayaDist72,Paddy,Kharif,Borewell,Clay,1.27,0.514,50,63.65,46.96,1862.86,4000
Manipur,ManipurDist141,Paddy,Kharif,Borewell,Sandy,3.0,1.214,50,156.12,153.11,4854.62,4000
Meghalaya,MeghalayaDist135,Paddy,Kharif,Borewell,Clay,0.78,0.316,50,38.8,28.46,1408.32,4000
Haryana,HaryanaDist125,Cotton,Zaid,Rainfed,Clay,1.63,0.66,20,33.34,27.17,467.91,700
Kerala,KeralaDist200,Rubber,Zaid,Borewell,Clay,2.01,0.813,10,20.18,16.23,7448.53,10000
Himachal Pradesh,HimachalDist169,Apple,Rabi,Canal,Sandy,2.75,1.113,5,15.36,16.95,19587.71,20000
Haryana,HaryanaDist100,Paddy,Kharif,Canal,Sandy,3.22,1.303,50,149.55,200.87,4773.6,4000
Kerala,KeralaDist152,Paddy,Kharif,Borewell,Sandy,0.74,0.299,50,36.3,39.95,1147.12,4000
Andhra Pradesh,AndhraDist127,Groundnut,Zaid,Borewell,Sandy,0.53,0.214,25,13.65,12.8,311.08,1600
Nagaland,NagalandDist123,Maize,Kharif,Canal,Loam,5.06,2.048,30,155.85,150.45,6134.79,3500
Andhra Pradesh,AndhraDist83,Maize,Zaid,Borewell,Loam,2.38,0.963,30,77.79,51.08,3676.88,3500
Arunachal Pradesh,ArunachalDist94,Paddy,Kharif,Borewell,Sandy,1.0,0.405,50,55.03,55.17,1787.0,4000
Assam,AssamDist41,Tea,Zaid,Rainfed,Clay,6.3,2.55,10,62.08,51.58,6034.6,2500
Telangana,TelanganaDist158,Maize,Zaid,Rainfed,Sandy,2.0,0.809,30,53.25,63.58,2885.47,3500
Uttar Pradesh,UttarDist76,Paddy,Kharif,Borewell,Sandy,4.68,1.894,50,252.76,197.95,8107.53,4000
Chhattisgarh,ChhattisgarhDist146,Paddy,Kharif,Rainfed,Sandy,1.92,0.777,50,96.15,82.04,3568.86,4000
Arunachal Pradesh,ArunachalDist37,Paddy,Kharif,Rainfed,Sandy,9.47,3.832,50,412.03,458.16,17337.78,4000
Karnataka,KarnatakaDist182,Ragi,Kharif,Borewell,Clay,7.42,3.003,15,111.44,130.83,2632.28,1000
Sikkim,SikkimDist28,Potato,Rabi,Canal,Clay,1.49,0.603,40,60.2,62.61,14398.38,25000
Telangana,TelanganaDist127,Paddy,Kharif,Borewell,Clay,3.96,1.603,50,221.73,243.52,7149.75,4000
Madhya Pradesh,MadhyaDist58,Soybean,Zaid,Borewell,Clay,3.05,1.234,20,69.03,59.52,1595.9,1200
Goa,GoaDist19,Cashew,Kharif,Rainfed,Loam,5.45,2.206,5,26.61,22.0,2003.51,800
Karnataka,KarnatakaDist153,Maize,Rabi,Borewell,Loam,0.84,0.34,30,28.6,29.83,1044.54,3500
Punjab,PunjabDist41,Paddy,Kharif,Rainfed,Clay,3.15,1.275,50,165.86,111.39,5695.26,4000
Arunachal Pradesh,ArunachalDist139,Paddy,Kharif,Borewell,Loam,4.25,1.72,50,234.72,204.04,7758.01,4000
Himachal Pradesh,HimachalDist40,Maize,Rabi,Borewell,Loam,0.45,0.182,30,13.84,13.12,702.37,3500
Arunachal Pradesh,ArunachalDist25,Millet,Kharif,Canal,Clay,0.71,0.287,15,12.13,10.72,257.07,900
Andhra Pradesh,AndhraDist102,Paddy,Kharif,Borewell,Clay,0.36,0.146,50,21.08,16.34,515.53,4000
Meghalaya,MeghalayaDist95,Millet,Zaid,Borewell,Sandy,1.47,0.595,15,22.63,15.88,597.32,900
Goa,GoaDist39,Cashew,Kharif,Borewell,Clay,3.24,1.311,5,16.55,18.53,1069.16,800
Tripura,TripuraDist59,Paddy,Kharif,Borewell,Clay,6.06,2.452,50,344.12,263.33,10564.32,4000
Nagaland,NagalandDist122,Paddy,Kharif,Rainfed,Sandy,1.93,0.781,50,87.42,91.49,3468.05,4000
Odisha,OdishaDist147,Paddy,Kharif,Canal,Loam,6.71,2.715,50,369.5,387.52,9345.68,4000
Mizoram,MizoramDist50,Paddy,Kharif,Borewell,Clay,0.6,0.243,50,30.07,37.2,1108.82,4000
Chhattisgarh,ChhattisgarhDist153,Paddy,Kharif,Canal,Sandy,0.47,0.19,50,23.61,29.33,789.85,4000
Himachal Pradesh,HimachalDist71,Paddy,Kharif,Rainfed,Loam,1.74,0.704,50,81.35,83.66,2860.6,4000
Mizoram,MizoramDist39,Maize,Kharif,Rainfed,Sandy,2.48,1.004,30,69.66,82.44,3104.35,3500
Chhattisgarh,ChhattisgarhDist74,Soybean,Zaid,Canal,Loam,1.78,0.72,20,43.37,34.38,760.94,1200
West Bengal,WestDist10,Jute,Rabi,Rainfed,Clay,0.35,0.142,15,4.97,4.81,263.29,1800
Goa,GoaDist85,Cashew,Rabi,Borewell,Sandy,1.7,0.688,5,8.95,7.32,533.17,800
Tamil Nadu,TamilDist78,Paddy,Kharif,Borewell,Clay,0.64,0.259,50,37.1,37.86,886.89,4000
Jharkhand,JharkhandDist191,Maize,Rabi,Rainfed,Sandy,3.11,1.259,30,79.12,108.67,3921.85,3500
Manipur,ManipurDist105,Maize,Rabi,Rainfed,Sandy,2.44,0.987,30,69.31,52.86,3156.79,3500
Telangana,TelanganaDist130,Maize,Zaid,Rainfed,Loam,0.86,0.348,30,26.33,18.15,1149.08,3500
Madhya Pradesh,MadhyaDist52,Wheat,Rabi,Rainfed,Sandy,1.21,0.49,45,53.85,33.69,1555.88,3500
Uttarakhand,UttarakhandDist119,Rice,Kharif,Borewell,Loam,0.78,0.316,30,28.47,24.76,882.76,3000
Mizoram,MizoramDist46,Maize,Zaid,Rainfed,Sandy,1.73,0.7,30,43.38,43.71,2519.51,3500
West Bengal,WestDist177,Maize,Zaid,Canal,Clay,3.91,1.582,30,117.34,138.58,5951.77,3500
Assam,AssamDist57,Tea,Kharif,Borewell,Loam,0.83,0.336,10,9.98,9.19,767.76,2500
Rajasthan,RajasthanDist197,Bajra,Zaid,Borewell,Sandy,2.73,1.105,12,32.74,20.08,1077.93,900
Sikkim,SikkimDist65,Paddy,Kharif,Canal,Loam,1.19,0.482,50,68.84,58.95,1642.25,4000
Punjab,PunjabDist90,Paddy,Kharif,Rainfed,Sandy,0.97,0.393,50,45.9,42.46,1512.0,4000
Manipur,ManipurDist2,Maize,Kharif,Canal,Sandy,1.67,0.676,30,51.18,50.37,2425.34,3500
Mizoram,MizoramDist87,Maize,Zaid,Rainfed,Sandy,0.8,0.324,30,21.15,25.08,1126.91,3500
Himachal Pradesh,HimachalDist49,Maize,Rabi,Rainfed,Clay,1.17,0.473,30,35.05,42.78,1732.49,3500
Chhattisgarh,ChhattisgarhDist7,Soybean,Kharif,Rainfed,Sandy,0.7,0.283,20,12.65,11.31,303.22,1200
Rajasthan,RajasthanDist150,Wheat,Rabi,Rainfed,Clay,8.77,3.549,45,412.93,340.58,13304.04,3500
